-0.001137,-1.6
-0.001136,-1.56
-0.001135,-1.6
-0.001134,-1.64
-0.001133,-1.6
-0.001132,-1.48
-0.001131,-1.68
-0.00113,-1.6
-0.001129,-1.64
-0.001128,-1.6
-0.001127,-1.6
-0.001126,-1.56
-0.001125,-1.6
-0.001124,-1.6
-0.001123,-1.6
-0.001122,-1.56
-0.001121,-1.56
-0.00112,-1.48
-0.001119,-1.36
-0.001118,-1.6
-0.001117,-1.48
-0.001116,-1.44
-0.001115,-1.44
-0.001114,-1.48
-0.001113,-1.4
-0.001112,-1.44
-0.001111,-1.44
-0.00111,-1.32
-0.001109,-1.2
-0.001108,-1.36
-0.001107,-1.32
-0.001106,-1.24
-0.001105,-1.32
-0.001104,-1.24
-0.001103,-1.12
-0.001102,-1.24
-0.001101,-1.2
-0.0011,-1.12
-0.001099,-0.88
-0.001098,-1.08
-0.001097,-1.08
-0.001096,-1.0
-0.001095,-0.96
-0.001094,-1.0
-0.001093,-0.84
-0.001092,-0.84
-0.001091,-0.84
-0.00109,-0.8
-0.001089,-0.68
-0.001088,-0.84
-0.001087,-0.68
-0.001086,-0.6
-0.001085,-0.52
-0.001084,-0.56
-0.001083,-0.48
-0.001082,-0.44
-0.001081,-0.48
-0.00108,-0.48
-0.001079,-0.32
-0.001078,-0.36
-0.001077,-0.32
-0.001076,-0.16
-0.001075,-0.28
-0.001074,-0.16
-0.001073,-0.08
-0.001072,-0.04
-0.001071,-0.04
-0.00107,0.0
-0.001069,0.04
-0.001068,0.04
-0.001067,0.04
-0.001066,0.2
-0.001065,0.2
-0.001064,0.24
-0.001063,0.32
-0.001062,0.32
-0.001061,0.36
-0.00106,0.52
-0.001059,0.56
-0.001058,0.44
-0.001057,0.56
-0.001056,0.64
-0.001055,0.6
-0.001054,0.68
-0.001053,0.68
-0.001052,0.68
-0.001051,0.76
-0.00105,0.88
-0.001049,0.8
-0.001048,0.8
-0.001047,0.92
-0.001046,1.04
-0.001045,1.0
-0.001044,1.04
-0.001043,1.08
-0.001042,1.12
-0.001041,1.12
-0.00104,1.16
-0.001039,1.4
-0.001038,1.16
-0.001037,1.16
-0.001036,1.4
-0.001035,1.28
-0.001034,1.32
-0.001033,1.24
-0.001032,1.32
-0.001031,1.4
-0.00103,1.48
-0.001029,1.32
-0.001028,1.44
-0.001027,1.44
-0.001026,1.52
-0.001025,1.48
-0.001024,1.52
-0.001023,1.56
-0.001022,1.48
-0.001021,1.56
-0.00102,1.56
-0.001019,1.48
-0.001018,1.6
-0.001017,1.64
-0.001016,1.64
-0.001015,1.56
-0.001014,1.6
-0.001013,1.64
-0.001012,1.56
-0.001011,1.6
-0.00101,1.64
-0.001009,1.64
-0.001008,1.64
-0.001007,1.68
-0.001006,1.72
-0.001005,1.68
-0.001004,1.68
-0.001003,1.72
-0.001002,1.6
-0.001001,1.56
-0.001,1.52
-0.000999,1.64
-0.000998,1.56
-0.000997,1.64
-0.000996,1.64
-0.000995,1.52
-0.000994,1.56
-0.000993,1.6
-0.000992,1.52
-0.000991,1.48
-0.00099,1.48
-0.000989,1.48
-0.000988,1.4
-0.000987,1.44
-0.000986,1.4
-0.000985,1.4
-0.000984,1.32
-0.000983,1.44
-0.000982,1.36
-0.000981,1.28
-0.00098,1.28
-0.000979,1.28
-0.000978,1.2
-0.000977,1.16
-0.000976,1.24
-0.000975,1.08
-0.000974,1.16
-0.000973,1.04
-0.000972,1.04
-0.000971,1.0
-0.00097,1.0
-0.000969,0.96
-0.000968,0.88
-0.000967,0.88
-0.000966,0.8
-0.000965,0.8
-0.000964,0.76
-0.000963,0.84
-0.000962,0.8
-0.000961,0.64
-0.00096,0.64
-0.000959,0.52
-0.000958,0.56
-0.000957,0.48
-0.000956,0.6
-0.000955,0.44
-0.000954,0.4
-0.000953,0.32
-0.000952,0.28
-0.000951,0.24
-0.00095,0.2
-0.000949,0.2
-0.000948,0.16
-0.000947,0.12
-0.000946,0.08
-0.000945,-0.04
-0.000944,-0.12
-0.000943,0.04
-0.000942,-0.12
-0.000941,-0.16
-0.00094,-0.2
-0.000939,-0.28
-0.000938,-0.32
-0.000937,-0.32
-0.000936,-0.32
-0.000935,-0.48
-0.000934,-0.52
-0.000933,-0.44
-0.000932,-0.48
-0.000931,-0.52
-0.00093,-0.6
-0.000929,-0.64
-0.000928,-0.68
-0.000927,-0.64
-0.000926,-0.8
-0.000925,-0.8
-0.000924,-0.96
-0.000923,-0.8
-0.000922,-0.8
-0.000921,-0.96
-0.00092,-0.88
-0.000919,-0.96
-0.000918,-1.0
-0.000917,-1.04
-0.000916,-0.92
-0.000915,-1.16
-0.000914,-1.24
-0.000913,-1.04
-0.000912,-1.2
-0.000911,-1.24
-0.00091,-1.28
-0.000909,-1.24
-0.000908,-1.28
-0.000907,-1.32
-0.000906,-1.44
-0.000905,-1.32
-0.000904,-1.44
-0.000903,-1.36
-0.000902,-1.48
-0.000901,-1.44
-0.0009,-1.48
-0.000899,-1.56
-0.000898,-1.52
-0.000897,-1.56
-0.000896,-1.52
-0.000895,-1.56
-0.000894,-1.6
-0.000893,-1.52
-0.000892,-1.56
-0.000891,-1.6
-0.00089,-1.52
-0.000889,-1.64
-0.000888,-1.68
-0.000887,-1.6
-0.000886,-1.6
-0.000885,-1.64
-0.000884,-1.68
-0.000883,-1.56
-0.000882,-1.64
-0.000881,-1.64
-0.00088,-1.68
-0.000879,-1.64
-0.000878,-1.6
-0.000877,-1.64
-0.000876,-1.6
-0.000875,-1.6
-0.000874,-1.6
-0.000873,-1.52
-0.000872,-1.6
-0.000871,-1.6
-0.00087,-1.4
-0.000869,-1.44
-0.000868,-1.56
-0.000867,-1.44
-0.000866,-1.52
-0.000865,-1.44
-0.000864,-1.52
-0.000863,-1.44
-0.000862,-1.44
-0.000861,-1.44
-0.00086,-1.32
-0.000859,-1.4
-0.000858,-1.4
-0.000857,-1.36
-0.000856,-1.28
-0.000855,-1.28
-0.000854,-1.32
-0.000853,-1.16
-0.000852,-1.16
-0.000851,-1.16
-0.00085,-1.12
-0.000849,-1.16
-0.000848,-1.12
-0.000847,-0.96
-0.000846,-1.0
-0.000845,-1.0
-0.000844,-0.92
-0.000843,-0.92
-0.000842,-0.84
-0.000841,-0.8
-0.00084,-0.76
-0.000839,-0.84
-0.000838,-0.76
-0.000837,-0.72
-0.000836,-0.68
-0.000835,-0.64
-0.000834,-0.64
-0.000833,-0.6
-0.000832,-0.56
-0.000831,-0.56
-0.00083,-0.4
-0.000829,-0.4
-0.000828,-0.4
-0.000827,-0.24
-0.000826,-0.24
-0.000825,-0.32
-0.000824,-0.2
-0.000823,0.16
-0.000822,-0.12
-0.000821,0.0
-0.00082,0.08
-0.000819,0.04
-0.000818,0.12
-0.000817,0.2
-0.000816,0.16
-0.000815,0.12
-0.000814,0.24
-0.000813,0.32
-0.000812,0.28
-0.000811,0.32
-0.00081,0.52
-0.000809,0.52
-0.000808,0.48
-0.000807,0.56
-0.000806,0.56
-0.000805,0.56
-0.000804,0.68
-0.000803,0.6
-0.000802,0.72
-0.000801,0.72
-0.0008,0.96
-0.000799,0.92
-0.000798,0.92
-0.000797,0.96
-0.000796,1.0
-0.000795,0.92
-0.000794,1.0
-0.000793,0.96
-0.000792,1.12
-0.000791,1.12
-0.00079,1.32
-0.000789,1.16
-0.000788,1.24
-0.000787,1.32
